acc,mf1,f1_N,f1_S,f1_V,f1_F,f1_Q,seed,wall_s
0.9065075769279041,0.3552873633151233,0.9504579133823267,0.08817341490082795,0.7204141839446356,0.017391304347826087,0.0,7,270.0
0.9038881770251319,0.3511377822062475,0.9489293112965915,0.09383650001767119,0.7129230997169749,0.0,0.0,42,255.6
0.9045333521689749,0.35428220141247985,0.9491788163215187,0.08852407022912447,0.7137081205117561,0.02,0.0,2024,260.5
