accuracy,macro_f1,wall_s,f1_N,f1_S,f1_V,f1_F,f1_Q,tag,model,resampling,weighting,hmm
0.7370497081907829,0.40756823613218496,0.7,0.8494073068946978,0.3885262116716123,0.7213727488956847,0.07548845470692718,0.0030464584920030465,lda_smote,lda,smote,none,False
0.8850875427651439,0.4059299889618228,14.9,0.9391400806535479,0.18923766816143497,0.8578225580744473,0.043449637919684,0.0,xgb_smote_cost,xgb,smote,clinical,False
0.902777218756289,0.3945374350797835,32.6,0.9502071373954327,0.21402550091074682,0.7660401814646792,0.04241435562805873,0.0,lgbm_smote_cost,lgbm,smote,clinical,False
0.8960555443751258,0.3852322178950873,0.2,0.953562478028645,0.006548175865294668,0.7416496250852079,0.21535103674063297,0.00904977375565611,lda,lda,none,none,False
0.9242302274099417,0.35815425766320713,42.0,0.9631354983202688,0.04536290322580645,0.776441982979873,0.0058309037900874635,0.0,rf_borderline,rf,borderline,none,False
0.9033608371905816,0.34843167387042595,47.6,0.9523993808049536,0.08622305529522024,0.6886660447761194,0.01486988847583643,0.0,rf_smote,rf,smote,none,False
0.8742402897967397,0.21501631154821094,52.3,0.9357308055636991,0.0,0.1393507521773555,0.0,0.0,rf_smote_hmm,rf,smote,none,True
